Image ID,Image name,Failed,Experiment number,circle ratio,x pixel,y pixel,xScale,yScale,stem diameter,avg. root density,#RTP,TD median,TD avg.,DD90 max.,median Width,max. Width,D10,D20,D30,D40,D50,D60,D70,D80,D90,DS10,DS20,DS30,DS40,DS50,DS60,DS70,DS80,DS90,rel. root mass X,rel. root mass Y,avg. lateral length,nodal root length,lateral branching freq.,avg. nodal root dia,lateral avg. angle,lateral angular range,lateral min. angle,lateral max. angle,dist. to 1st lateral,median lateral dia,mean lateral dia
87,IMG_2312,FALSE,-1,0,237,237,0.107172996,0.107172996,20.20095106,5.564605675,664,0.254901778,0.292071628,0.479292208,106.2620253,200.5742616,0.360813704,0.440399714,0.502855103,0.55888651,0.610278373,0.662384011,0.719842969,0.779086367,0.852248394,0.837473405,1.560972973,1.725414857,1.920267536,2.02059462,1.724289284,1.761051497,1.634380108,1.255738454,-12.40865464,-330.8149884,10.76117156,266.5392405,37.11940299,0.716039647,59.07847672,89.57689846,2.87E-13,89.57689846,17.46919831,0.214345992,0.244834874
88,IMG_2313,FALSE,-1,0,238,238,0.106722689,0.106722689,20.36631268,3.569776926,519,0.253830762,0.281073567,0.358970907,47.17142857,162.5386555,0.295196798,0.448632422,0.521347565,0.577384923,0.618412275,0.658105404,0.699132755,0.748832555,0.811874583,0.552354622,1.147877449,1.6451969,2.008859816,2.811887867,2.401934727,2.499608619,2.109769335,1.11429012,-3.996012464,-355.138449,8.130668067,175.4521008,22.83333333,0.739130138,53.21304311,86.81514553,2.242314586,89.05746012,1.707563025,0.213445378,0.239196235
89,IMG_2314,FALSE,-1,0.012765957,238,235,0.106722689,0.108085106,17.88854382,2.751874216,668,0.255450959,0.28993528,0.407883255,61.89915966,210.4037815,0.335490831,0.393743258,0.446601942,0.496583963,0.545127652,0.59223301,0.637900036,0.682847896,0.736425746,1.522076156,1.83941456,1.942421349,2.031181624,2.087659223,2.143319519,2.237878303,2.080112976,1.638640327,-9.519373492,-311.7345526,23.80417857,151.5468997,61.34782609,1.252538696,30.34597175,88.00136717,0.191592198,88.19295937,4.618367602,0.255450959,0.265720651
90,IMG_2315,FALSE,-1,0.0041841,240,239,0.105833333,0.106276151,18.33030278,3.788011518,410,0.252242107,0.284863304,0.377189928,60.325,164.30625,0.351626813,0.479419835,0.553508428,0.607604861,0.653077225,0.696589573,0.74245394,0.796550372,0.857702862,0.558045349,1.106502886,1.532914858,2.10256281,2.274850635,2.342400149,2.086313065,1.584870054,1.470233646,13.99993682,-308.777848,13.53098425,175.2024338,86.94736842,1.302777005,36.57142186,83.12194973,3.774608307,86.89655804,4.242189679,0.212109484,0.260003037
91,IMG_2316,FALSE,-1,0.008474576,238,236,0.106722689,0.107627119,19.020342,8.474752354,547,0.254906316,0.301278934,0.320527724,129.6680672,213.551684,0.389745727,0.480200083,0.551479783,0.616090038,0.674864527,0.731137974,0.783659858,0.837015423,0.895373072,0.849576204,1.330964427,1.527895171,1.591141121,1.845284666,1.705549078,1.946440306,1.84025601,1.439663581,4.499422956,-292.7272546,11.41412726,178.0175153,332.2,1.546302887,64.90125177,85.39683782,3.549666329,88.94650415,5.144395385,0.331814188,0.320502307
93,IMG_2318,FALSE,-1,0,237,237,0.107172996,0.107172996,21.68997692,6.165881992,634,0.254901778,0.291880792,0.407006368,106.1047196,237.4417722,0.358418367,0.457482993,0.532738095,0.593537415,0.649234694,0.701105442,0.75212585,0.803146259,0.866496599,0.797012845,1.244179987,1.496754644,1.775909018,1.848924277,1.983597549,1.969866746,1.763993858,1.364390934,-5.098927997,-283.6693565,13.22055455,167.9400844,174.1111111,1.583706616,63.75462062,65.95186045,18.73025884,84.68211929,5.787341772,0.311826513,0.325879114
95,IMG_2320,FALSE,-1,0.008474576,238,236,0.106722689,0.107627119,19.79898987,10.26657994,474,0.254906316,0.289610149,0.320527724,95.72358438,166.0602958,0.369620253,0.465822785,0.535443038,0.596624473,0.654852321,0.710548523,0.767088608,0.828691983,0.890295359,0.596741876,1.471035377,1.506895675,1.695187018,1.806841482,1.788962696,1.606426352,1.611210977,1.612759044,-2.419103072,-296.3442165,22.60671177,194.5224505,28.359375,0.782492198,61.10933022,89.70072474,0.287024683,89.98774943,12.32511394,0.214349808,0.252902736
96,IMG_2321,FALSE,-1,0.020746888,236,241,0.107627119,0.105394191,20.46409485,21.94788024,356,0.301257625,0.30539002,0.535720232,78.16419492,156.8665254,0.340318525,0.501676446,0.580469405,0.647946354,0.704945516,0.756077117,0.805951383,0.854568315,0.911567477,0.303279454,1.182835541,1.346487636,1.600353901,1.96267269,1.983294605,2.066013975,1.901552227,1.629379878,-8.731729834,-308.2648757,17.32356832,169.3519411,28.39285714,0.880795418,47.65483675,89.92340405,0.033226002,89.95663005,4.153915536,0.21302131,0.252264212
97,IMG_2322,FALSE,-1,0,237,237,0.107172996,0.107172996,19.02092328,8.433768901,434,0.254901778,0.284326927,0.407006368,42.5342827,132.8945148,0.325600326,0.467236467,0.538054538,0.5999186,0.657305657,0.708994709,0.758241758,0.807895808,0.85999186,0.476406747,1.315278232,1.519666541,1.71437509,1.784200983,2.050941393,2.01179729,2.019442693,1.912950971,-6.393837809,-309.7139673,8.383430787,209.9518987,29.23880597,0.717372243,59.48432978,86.53972786,3.263206389,89.80293425,2.143459916,0.214345992,0.253478542
98,IMG_2323,FALSE,-1,0.004201681,239,238,0.106276151,0.106722689,18.19502424,15.53422352,382,0.253299736,0.291713873,0.404448357,58.558159,129.0723849,0.336994728,0.494288225,0.571177504,0.633567663,0.688488576,0.73857645,0.786467487,0.841827768,0.909050967,0.474494412,1.151605523,1.465098594,1.697124368,2.010919663,2.019857937,2.068989183,1.475618186,1.482327812,1.212721699,-292.8514658,14.05174954,181.0490137,27.86885246,0.736467275,45.56904104,89.84168306,0.121812061,89.96349512,2.129988397,0.21299884,0.247064254
99,IMG_2324,FALSE,-1,0,239,239,0.106276151,0.106276151,18.97600796,9.527924853,434,0.252768709,0.289668075,0.403600457,59.1958159,172.4861925,0.35493311,0.525083612,0.599498328,0.661371237,0.716137124,0.765886288,0.807692308,0.851170569,0.900083612,0.282463417,1.087194582,1.52687216,1.772407752,1.884596968,2.397057504,2.313916264,2.235203267,1.817568497,7.059037037,-302.4840115,12.24614857,120.9422594,27.75609756,0.807795572,46.23477182,87.58678529,2.3987394,89.98552469,3.40083682,0.252768709,0.255737643
100,IMG_2325,FALSE,-1,0.008438819,239,237,0.106276151,0.107172996,20.43087495,6.413893029,550,0.253835244,0.291278242,0.477286801,107.6046025,193.7414226,0.35974131,0.455941795,0.526273242,0.590945837,0.651576395,0.706952304,0.760711399,0.81851253,0.888843977,0.854971977,1.267292592,1.502690997,1.576462994,1.764059705,1.872133892,1.789625616,1.743084734,1.19665573,-1.266947345,-297.1399367,5.514429324,187.7285243,21.19277108,0.78572894,62.22592065,88.90828609,0.999763021,89.90804911,0.747072012,0.213449146,0.23584275
105,IMG_2330,FALSE,-1,0.004237288,237,236,0.107172996,0.107627119,18.91601425,3.984198833,771,0.255441824,0.294430284,0.361249292,106.9050633,277.0421941,0.393528184,0.490953375,0.557063326,0.604732081,0.644745999,0.693458594,0.747390397,0.804105776,0.868128045,0.740056025,1.24966608,1.817966161,2.277536014,2.595256502,1.964308684,1.817955116,1.787584685,1.464756041,0.74801695,-332.2922905,43.62312773,200.7307069,31.15,0.689015519,58.07505593,89.80701553,0.149886544,89.95690207,9.451205035,0.214800114,0.252682408
106,IMG_2331,FALSE,-1,0.008474576,238,236,0.106722689,0.107627119,19.45187587,2.785231507,557,0.254906316,0.298611372,0.569987851,117.7163767,229.2936975,0.397233202,0.483399209,0.546640316,0.595652174,0.646640316,0.703162055,0.766798419,0.834782609,0.903557312,0.848905835,1.547471469,1.853385805,2.00610407,1.903366261,1.70867832,1.399678224,1.46643719,1.473093126,-3.147155031,-297.5826998,10.52398014,149.1874662,37.62162162,0.85071204,62.74996026,87.98186527,1.641582532,89.6234478,2.036323173,0.254906316,0.273993963
107,IMG_2332,FALSE,-1,0.008474576,238,236,0.106722689,0.107627119,19.3073403,5.017964181,633,0.254906316,0.292823615,0.479300741,41.4100709,222.410084,0.4079566,0.483544304,0.529837251,0.575045208,0.618444846,0.660036166,0.703435805,0.756600362,0.810126582,0.76288454,2.022984283,2.272789759,2.219315674,2.366992715,2.291300503,2.247466036,1.855317723,1.873010722,6.383590342,-315.9844299,18.70135088,131.503607,33.16216216,0.883229226,56.38003682,89.52840368,0.4093745,89.93777818,6.216144424,0.254906316,0.272090847
108,IMG_2333,FALSE,-1,0.008438819,239,237,0.106276151,0.107172996,20.04981359,3.074455652,585,0.253835244,0.293597136,0.439655539,34.19435146,183.5920502,0.297001621,0.522690438,0.59076175,0.645867099,0.683954619,0.724068071,0.773095624,0.817666126,0.886952998,0.316967096,1.195120218,1.643785329,2.092325994,2.682712057,1.907248982,2.153502187,2.130550855,1.146100595,-20.02097474,-308.3210672,29.82472929,163.5020461,25.96610169,0.716147235,48.52699217,86.44933261,3.510387233,89.95971984,2.98828805,0.253835244,0.252027239
113,IMG_2338,FALSE,-1,0,236,236,0.107627119,0.107627119,19.0005467,4.730464887,581,0.255981871,0.299726212,0.408730971,76.94329979,206.1059322,0.288859239,0.51167445,0.589059373,0.645430287,0.693795864,0.737825217,0.784523015,0.846564376,0.917278185,0.204038643,0.982868923,1.531271892,2.040585716,2.085780107,2.334202973,1.908089957,1.517651156,1.217489458,11.8994364,-370.5078885,10.54475003,160.6872881,22.28358209,0.794902478,56.18771498,89.94431665,5.74E-13,89.94431665,2.905932203,0.215254237,0.246627219
115,IMG_2340,FALSE,-1,0.008403361,240,238,0.105833333,0.106722689,20.2246853,5.624302519,476,0.30059961,0.295199082,0.403607523,53.19117188,155.0458333,0.353308365,0.52184769,0.604244694,0.663337495,0.715771952,0.76570953,0.813982522,0.860590928,0.908447774,0.298627434,0.966829644,1.408878036,1.77844492,1.782869821,2.138456725,2.0552016,2.125738084,2.093755213,1.332333657,-312.1180586,21.191317,157.2914566,30.83333333,0.819328215,59.83785005,84.93329238,4.691690867,89.62498325,2.444394258,0.252773134,0.262004213
116,IMG_2341,FALSE,-1,0.004219409,238,237,0.106722689,0.107172996,20.11156305,3.620947709,523,0.25436627,0.28695022,0.496365425,22.09159664,166.2205882,0.356448203,0.56744186,0.62832981,0.684989429,0.734460888,0.778012685,0.821141649,0.868921776,0.920930233,0.304836566,1.452698917,1.866326525,1.946226408,2.054890779,2.393394843,2.17112919,1.902291817,1.735946694,-1.57519003,-313.7105229,21.40964284,186.4100894,29.05,0.69183242,59.54809595,89.88533457,1.98E-14,89.88533457,3.636226643,0.25436627,0.252270886
118,IMG_2343,FALSE,-1,0.008438819,239,237,0.106276151,0.107172996,21.27526074,5.564318596,429,0.253835244,0.28263324,0.439655539,71.6832636,137.2025105,0.282478632,0.475641026,0.561538462,0.634615385,0.695726496,0.75,0.803846154,0.860683761,0.917948718,0.353595686,1.010916963,1.107428782,1.548509881,1.715283155,1.951170177,1.783497341,1.850892483,1.688825457,-0.404596309,-297.4759323,18.28202647,147.7068093,23.06666667,0.800401776,53.77196928,89.73928104,0.153311031,89.89259207,2.561389757,0.213449146,0.24523469
119,IMG_2344,FALSE,-1,0.012765957,238,235,0.106722689,0.108085106,18.44928894,5.485139262,394,0.255450959,0.285816925,0.36126221,65.63445378,164.4596639,0.364836979,0.495253818,0.564176641,0.631861329,0.692529922,0.743293438,0.784564589,0.826248452,0.877837392,0.301639291,1.303395576,1.45228296,1.560165103,1.853474058,2.155994992,2.486967474,2.339305939,1.631362243,-12.55161389,-302.3995396,8.112574408,69.59772573,64.8,1.121584421,43.02414133,78.98797165,1.551822141,80.53979379,5.907214375,0.214807795,0.263957358
120,IMG_2345,FALSE,-1,0.047619048,240,252,0.105833333,0.100793651,18.96194296,4.65960956,341,0.24572228,0.276943964,0.308979409,58.44645833,162.9833333,0.359016393,0.529098361,0.603278689,0.670901639,0.723770492,0.771311475,0.812704918,0.852868852,0.901639344,0.270392633,1.266177133,1.270485932,1.714171345,1.999848814,2.197124926,2.608614698,2.394178728,1.658200517,-6.073453478,-319.4081649,38.64675974,66.01732143,37.58823529,1.1090662,46.80219046,87.06021704,2.173071967,89.23328901,6.302123016,0.206626984,0.241637039
121,IMG_2346,FALSE,-1,0,236,236,0.107627119,0.107627119,20.26854278,4.661442154,597,0.255981871,0.292591943,0.362013033,129.1525424,212.4559322,0.346666667,0.421880342,0.49025641,0.558974359,0.625641026,0.681709402,0.731282051,0.791111111,0.860512821,1.120320836,1.434920078,1.459881338,1.47544296,1.528026312,1.908609009,2.13946398,1.466562024,1.41789112,-1.483059387,-349.7427628,12.07268765,179.629661,151.7272727,1.454481903,39.87348408,82.51859228,4.017298173,86.53589045,1.399152542,0.255981871,0.275925978
123,IMG_2349,FALSE,-1,0.004219409,236,237,0.107627119,0.107172996,18.93960917,16.65650286,503,0.255441824,0.288932159,0.361249292,100.3084746,149.8976695,0.285207101,0.384220907,0.459960552,0.534911243,0.601183432,0.663905325,0.723865878,0.783431953,0.846942801,0.7122821,1.268416214,1.32271847,1.435164803,1.575776496,1.654203445,1.668481906,1.744602628,1.381978303,-2.865755321,-304.3802712,3.135523748,146.2788779,29.60869565,0.817380089,59.57836623,89.60815784,0.149577065,89.75773491,0.966600515,0.214800114,0.25713089
124,IMG_2350,FALSE,-1,0,236,236,0.107627119,0.107627119,17.1271537,14.76350699,539,0.255981871,0.294194298,0.437083025,95.94809044,164.2927966,0.345534996,0.432019308,0.500402253,0.567980692,0.629123089,0.688254224,0.745776348,0.800080451,0.868463395,0.791587585,1.466987131,1.37845826,1.608404891,1.665719791,1.674482005,1.814110911,1.727236971,1.118904943,5.231618562,-300.4721832,14.03292047,168.2211864,82.26315789,1.335900644,46.83088078,80.35623644,5.909621148,86.26585759,1.937288136,0.255981871,0.296777005
125,IMG_2351,FALSE,-1,0,237,237,0.107172996,0.107172996,19.69823896,12.63116201,471,0.254901778,0.297320394,0.441502831,66.0186439,124.1063291,0.257050766,0.442385173,0.535052377,0.606768735,0.669218372,0.727639001,0.784045125,0.846494762,0.914585012,0.417852867,0.908720423,1.333808472,1.53554318,1.653137365,1.766652117,1.751603321,1.495265517,1.430186921,4.114290685,-301.4902122,17.45580169,124.2135021,105.3636364,1.357777749,36.16697354,81.5602768,5.634510387,87.19478718,3.643881857,0.214345992,0.256115761
127,IMG_2353,FALSE,-1,0.004219409,238,237,0.106722689,0.107172996,20.45101337,8.249931258,506,0.25436627,0.291685539,0.508732541,34.89992173,143.6487395,0.254169446,0.4006004,0.453302201,0.506337558,0.559706471,0.607738492,0.657438292,0.714476318,0.774182789,0.457926868,1.698313113,1.889226522,1.78501302,2.282510883,1.97121321,1.80002686,1.674714063,1.549348293,-13.48010477,-334.6947454,7.31538855,167.8011648,25.72131148,0.778599174,59.81629015,89.3858889,0.445522017,89.83141092,2.245904691,0.213895685,0.249289641
128,IMG_2354,FALSE,-1,0.004219409,236,237,0.107627119,0.107172996,20.29778313,10.26444389,441,0.255441824,0.296865724,0.40786867,41.00910505,132.1669392,0.260941371,0.481007432,0.582163501,0.645334434,0.699421965,0.748967795,0.797687861,0.848059455,0.907927333,0.36146919,0.6870596,1.160720048,1.653425264,2.024536268,2.062754332,2.020307497,1.973729486,1.433381942,-13.20458734,-301.8884079,5.861826932,147.7824787,24.14035088,0.826349169,55.28703361,88.1810224,1.685661178,89.86668357,20.72821104,0.214800114,0.240721039
129,IMG_2355,FALSE,-1,0.017021277,231,235,0.10995671,0.108085106,17.20465053,3.054588483,416,0.259296879,0.296310152,0.579805449,109.187013,175.0510823,0.416144201,0.486285266,0.545454545,0.59992163,0.652821317,0.703761755,0.755485893,0.811128527,0.878526646,1.189228437,1.597036434,1.792848335,1.860203801,1.940449155,2.003558907,1.885215351,1.639913231,1.304829432,-5.723934258,-317.4227194,29.74635479,174.542474,177.8888889,1.286911164,37.10870681,76.28505495,10.90363408,87.18868902,1.962376347,0.238669348,0.266221103
130,IMG_2356,FALSE,-1,0.021551724,227,232,0.111894273,0.109482759,12.9614814,4.02807346,159,0.263263141,0.296010338,0.455985136,16.59531938,128.622467,0.309102402,0.620733249,0.707964602,0.763590392,0.804677623,0.843868521,0.882427307,0.922250316,0.961441214,0.339945263,0.406670018,1.46899465,2.278718939,2.517777999,2.588280632,2.603178161,2.570134491,2.516534583,-4.885983194,-230.8452326,14.70454361,198.1324434,149.1666667,1.468752655,43.53044645,84.26726218,2.016048669,86.28331085,5.977179857,0.242320087,0.281532482
133,IMG_2359,FALSE,-1,0.025,234,240,0.108547009,0.105833333,17.88854382,9.797117418,424,0.254942628,0.301622763,0.407071593,78.76442308,175.5747863,0.31913275,0.487637885,0.566375048,0.633320654,0.693419551,0.744389502,0.793837961,0.841004184,0.888931153,0.278280744,1.239266335,1.472368489,1.56504984,1.72321744,1.949916507,2.207540576,2.132901794,1.690806294,18.54752214,-322.2436629,11.45760142,227.7791132,27.96052632,0.887482539,58.32113799,89.90084755,0.060587879,89.96143543,4.501987179,0.214380342,0.246936817
134,IMG_2360,FALSE,-1,0.008403361,236,238,0.107627119,0.106722689,21.63370273,4.985229328,456,0.254906316,0.291500507,0.36049197,51.44921146,132.4889831,0.25980198,0.440792079,0.508514851,0.570693069,0.628514851,0.686336634,0.742178218,0.795643564,0.847920792,0.351179191,1.230857259,1.618127849,1.658789774,1.79792976,1.735681352,1.817124553,1.866930451,1.804745367,-0.366293728,-309.1339652,10.49644215,145.1148198,36.59459459,0.875925272,58.02093488,85.42462969,3.658781401,89.08341109,3.965471443,0.214349808,0.261796887
135,IMG_2361,FALSE,-1,0.004201681,237,238,0.107172996,0.106722689,21.62421495,11.49157865,401,0.25436627,0.294183765,0.359728229,51.97890295,147.0279536,0.276315789,0.478777589,0.55942275,0.623938879,0.685059423,0.738539898,0.786502547,0.837011885,0.895585739,0.328305859,1.020957714,1.379696979,1.596313515,1.757222467,2.107564498,1.904198418,1.883483219,1.449641772,-5.567503242,-299.4766939,12.66724275,151.0103535,23.53333333,0.866240541,57.01717213,88.53150625,0.160125239,88.69163149,1.390321952,0.25436627,0.260312761
136,IMG_2362,FALSE,-1,0.0041841,240,239,0.105833333,0.106276151,22.27141955,10.63713695,247,0.299968109,0.307817229,0.536730224,27.99291667,133.0325,0.184791496,0.376533115,0.54946852,0.627146361,0.683973835,0.730171709,0.771463614,0.811529027,0.867130008,0.539073839,0.57697808,0.881687956,1.54119351,2.02299308,2.217003443,2.74779118,2.257242584,1.508024325,6.537094132,-310.0316549,16.4275337,145.6131607,26.92156863,0.869983739,66.36019912,89.95763137,0.027956548,89.98558792,10.28730997,0.212109484,0.263425251
137,IMG_2363,FALSE,-1,0.008438819,235,237,0.108085106,0.107172996,17.05181836,1.847050101,366,0.304420927,0.309190462,0.40873831,55.33957447,161.587234,0.378248701,0.485005998,0.555777689,0.6277489,0.68772491,0.737704918,0.782487005,0.824870052,0.879648141,0.517978283,1.256403449,1.446933101,1.475275018,1.855816266,2.134571106,2.375854491,2.023985677,1.850448178,4.045413771,-311.1768743,2.960994783,169.9462717,42.67567568,0.79103974,59.49661235,85.96406517,2.920272628,88.8843378,2.798355328,0.215258102,0.253820273
138,IMG_2364,FALSE,-1,0.0125,237,240,0.107172996,0.105833333,17.54992877,5.043115055,295,0.30123644,0.315687486,0.404462578,28.50801688,138.1459916,0.337751004,0.512851406,0.585140562,0.64497992,0.695180723,0.743373494,0.78875502,0.834939759,0.883534137,0.306007048,1.199703517,1.484324879,1.848211244,2.162798373,2.036239242,2.363097454,1.996526731,2.11735811,7.025469418,-307.2447129,11.16153165,119.4965506,31.16666667,0.805178191,57.97343036,88.5093779,8.95E-13,88.5093779,3.195094937,0.253308642,0.257029645
139,IMG_2365,FALSE,-1,0.008438819,235,237,0.108085106,0.107172996,17.22973027,6.01696235,499,0.255986467,0.284287027,0.511972933,106.4638298,161.8034043,0.400331538,0.487774554,0.561541649,0.623704932,0.679651886,0.736013262,0.793203481,0.847907169,0.905926233,0.600095239,1.282211352,1.502297989,1.764825892,1.779248021,1.77371254,1.765130999,1.87990216,1.537416037,0.342386637,-303.6995686,20.15246352,144.6534447,112,1.552891788,60.10999339,53.38512852,32.91308823,86.29821674,7.856920729,0.255986467,0.293056171
140,IMG_2366,FALSE,-1,0.004255319,234,235,0.108547009,0.108085106,16.61324773,5.826163682,491,0.257620452,0.286692142,0.364330338,94.00133839,164.774359,0.380112269,0.462710505,0.530072173,0.587810746,0.641138733,0.694065758,0.747794707,0.797514034,0.851643945,0.883012313,1.482560385,1.631303654,1.811740682,1.92193471,1.908196717,1.930006039,2.032092573,1.556456153,0.924260118,-305.2946572,16.71471504,150.9925841,107.2307692,1.512806304,53.09970269,71.61833797,18.1883831,89.80672107,6.932227678,0.237126284,0.270796207
